Programa de financiaciÛn;Entidad CP;DenominaciÛn;DescripciÛn;Validez de;Validez a;Fecha de expiraciÛn
QAUF0584;PUCE;LA SUBJETIVIDAD EN L;LA SUBJETIVIDAD EN LA PERCEPCION Y LA EXPRESION;15/05/2019;31/12/2020;31/12/2020
QAUF0585;PUCE;PROGRAMA DE FORMACIO;PROGRAMA DE FORMACION EN VOLUNTARIADO SOCIAL: DESA;11/05/2019;31/12/2019;31/12/2019
QAUF0586;PUCE;DISE—O DE TECNICAS D;DISE—O DE TECNICAS DE EVALUACION EN EL AULA CAT BA;11/05/2019;31/12/2019;31/12/2019
QAUF0587;PUCE;GESTION DE PROGRAMAS;GESTION DE PROGRAMAS Y PROYECTOS PARA EL DESARROLL;15/05/2019;31/12/2019;31/12/2019
QAUF0588;PUCE;FINANZAS PUBLICAS;FINANZAS PUBLICAS;15/05/2019;31/12/2019;31/12/2019
QAUF0589;PUCE;DESARROLLO Y POLITIC;DESARROLLO Y POLITICA INDUSTRIAL - JUNIO;15/05/2019;31/12/2019;31/12/2019
QAUF0590;PUCE;ANALISIS FINANCIERO;ANALISIS FINANCIERO EN EXCEL;15/05/2019;31/12/2019;31/12/2019
QAUF0591;PUCE;EVALUACION DE IMPACT;EVALUACION DE IMPACTO CON STATA;15/05/2019;29/02/2020;29/02/2020
QAUF0592;PUCE;THE IMPACT OF TOBACC;THE IMPACT OF TOBACCO PRICING AND PACKAGING STRATE;01/01/2019;31/12/2021;31/12/2021
QAUF0593;PUCE;CONSULTORIA USO DE L;CONSULTORIA USO DE LA TECNOLOGIA PARA LA INCLUSION;01/03/2019;15/01/2020;15/01/2020
QAUF0594;PUCE;INTERNATIONAL RESEAR;INTERNATIONAL RESEARCH TRAINING WORKSHOP IN ECUADO;03/06/2019;31/12/2019;31/12/2019
QAUF0595;PUCE;TECNICAS DE ATENCION;TECNICAS DE ATENCION JURIDICA Y PSICOLOGICA A VICT;03/06/2019;31/12/2019;31/12/2019
QAUF0596;PUCE;CONGRESO NACIONAL E;CONGRESO NACIONAL E INTERNACIONAL DE INNOVACION ED;03/06/2019;31/03/2020;31/03/2020
QAUF0597;PUCE;TALLER DE APRENDIZAJ;TALLER DE APRENDIZAJE EN SERVICIO Y PEDAGOGIA IGNA;03/06/2019;31/12/2019;31/12/2019
QAUF0598;PUCE;TALLER DE ENERGIAS R;TALLER DE ENERGIAS RENOVABLES: TEORIA Y APLICACI”N;03/06/2019;31/12/2019;31/12/2019
QAUF0599;PUCE;FORMADOR DE FORMADOR;FORMADOR DE FORMADORES PARA LA EDUCACION EN LINEA;03/06/2019;31/12/2019;31/12/2019
QAUF0600;PUCE;PREFABRICADOS DE HOR;PREFABRICADOS DE HORMIGON;07/06/2019;31/12/2019;31/12/2019
QAUF0601;PUCE;INTERVENCION PILOTO;INTERVENCION PILOTO DE EDUCACION EN SALUD UTILIZAN;07/06/2019;31/12/2019;31/12/2019
QAUF0602;PUCE;PRESTACION DE SERVIC;PRESTACION DE SERVICIOS Y ALQUILER DE EQUIPOS EN E;07/06/2019;31/12/9999;31/12/9999
QAUF0603;PUCE;CURSO ORIENTADO A LA;CURSO ORIENTADO A LA CERTIFICACION DE MICROSOFT EX;07/06/2019;31/12/2019;31/12/2019
QAUF0604;PUCE;ESPA—OL DE SOBREVIVE;ESPA—OL DE SOBREVIVENCIA;07/06/2019;31/12/2019;31/12/2019
QAUF0605;PUCE;HEBREO NIVEL 3;HEBREO NIVEL 3;07/06/2019;31/12/2019;31/12/2019
QAUF0606;PUCE;PSICOPATOLOGIA Y CLI;PSICOPATOLOGIA Y CLINICA  2019;07/06/2019;31/12/2019;31/12/2019
QAUF0607;PUCE;TAXIDERMIA Y MUSEOLO;TAXIDERMIA Y MUSEOLOGIA EN AVES;07/06/2019;31/12/2019;31/12/2019
QAUF0608;PUCE;PERSPECTIVA DEL SEGU;PERSPECTIVA DEL SEGURO DE PENSIONES EN EL ECUADOR;07/06/2019;31/12/2019;31/12/2019
QAUF0609;PUCE;CONGRESOS FILOSOFIA;CONGRESOS FILOSOFIA 2019;07/06/2019;31/12/2019;31/12/2019
QAUF0610;PUCE;CONSULTORIA ELABORAC;CONSULTORIA ELABORACION DE LINEA BASE Y EVALUACION;31/05/2019;28/07/2020;28/07/2020
QAUF0611;PUCE;CURSOS DE IDIOMAS;CURSOS DE IDIOMAS;01/06/2019;31/12/9999;31/12/9999
QAUF0612;PUCE;ALOJAMIENTO ESTUDIAN;ALOJAMIENTO ESTUDIANTE JAKE GEHRUNG;21/06/2019;31/12/2019;31/12/2019
QAUF0613;PUCE;REFORMACION DE LA FO;REFORMACION DE LA FORMACION UNIVERSITARIA EN EL EC;21/06/2019;31/12/2019;31/12/2019
QAUF0614;PUCE;C_NIVELACION II SEM;CURSO DE NIVELACION - II SEMESTRE;27/06/2019;31/12/2019;31/12/2019
QAUF0615;PUCE;USO DIDACTICO DEL EN;USO DIDACTICO DEL ENTORNO VIRTUAL DE APRENDIZAJE M;27/06/2019;30/06/2020;30/06/2020
QAUF0616;PUCE;MOVIMIENTOS CULTURAL;MOVIMIENTOS CULTURALES A TRAVES DEL AUDIO VISUAL;27/06/2019;31/12/2019;31/12/2019
QAUF0617;PUCE;POLITICA Y ARTE EN L;POLITICA Y ARTE EN LA MODERNIDAD;27/06/2019;31/12/2019;31/12/2019
QAUF0618;PUCE;CONSULTORIA AMBIENTA;CONSULTORIA AMBIENTAL;27/06/2019;31/12/2020;31/12/2020
QAUF0619;PUCE;IDENTIFICACION DE UN;IDENTIFICACION DE UN SISTEMA ALIMENTARIO ANDINO Y;28/06/2019;15/01/2020;15/01/2020
QAUF0620;PUCE;C_NIVEL_FILOS_II SEM;CURSO DE NIVELACION C_FILOS_TEOLOG II SEMESTRE;05/07/2019;31/12/2019;31/12/2019
QAUF0621;PUCE;LENGUA DE SE—AS ECUA;LENGUA DE SE—AS ECUATORIANA POR NIVELES SEPTIEMBRE;05/07/2019;31/03/2020;31/03/2020
QAUF0622;PUCE;ESPA—OL PARA PERSONA;ESPA—OL PARA PERSONAS SORDO - SIGNANTES NIVEL 3;05/07/2019;31/12/2020;31/12/2020
QAUF0623;PUCE;CURSO DE ACTUALIZACI;CURSO DE ACTUALIZACION EN ETICA E INVESTIGACION EN;05/07/2019;31/12/2019;31/12/2019
QAUF0624;PUCE;CURSO DE ACTUALIZACI;CURSO DE ACTUALIZACION EN ETICA E INVESTIGACION EN;05/07/2019;31/12/2020;31/12/2020
QAUF0625;PUCE;FORMACION TEOLOGICA;FORMACION TEOLOGICA DE LIDERES COMUNITARIOS AGOSTO;05/07/2019;31/12/2020;31/12/2020
QAUF0626;PUCE;INTRODUCCION AL PSIC;INTRODUCCION AL PSICOANALISIS;05/07/2019;31/12/2019;31/12/2019
QAUF0627;PUCE;SPACE SYNTAX: TEORIA;SPACE SYNTAX: TEORIA, PRACTICA Y PERSPECTIVA;05/07/2019;31/12/2019;31/12/2019
QAUF0628;PUCE;CONSULTORIA REDISE—O;CONSULTORIA REDISE—O DE LOS CONTENIDOS DEL MODULO;11/06/2019;08/08/2021;08/08/2021
QAUF0629;PUCE;ENTRENAMIENTO PRACTI;ENTRENAMIENTO PRACTICO A MEDIADORES FORMADOS JULIO;05/07/2019;31/12/2019;31/12/2019
QAUF0630;PUCE;PRIMER CONGRESO NACI;PRIMER CONGRESO NACIONAL DE EDUCACION DE LAS CIENC;05/07/2019;31/12/2019;31/12/2019
QAUF0631;PUCE;FAUNA DEL ECUADOR;FAUNA DEL ECUADOR;05/07/2019;31/12/2019;31/12/2019
QAUF0632;PUCE;GESTION ADMINISTRATI;GESTION ADMINISTRATIVA PARA ORGANIZACIONES DE LA E;05/07/2019;31/12/2019;31/12/2019
QAUF0633;PUCE;GERENCIA INMOBILIARI;GERENCIA INMOBILIARIA 5;05/07/2019;29/03/2021;29/03/2021
QAUF0634;PUCE;INVEST_COMPORT_ALIME;INVEST_COMPORT_ALIMENT Y SU INCIDENCIA EN NIVELES;14/06/2019;31/12/2019;31/12/2019
QAUF0635;PUCE;MEJORAMIENTO DE LA E;MEJORAMIENTO DE LA ESTRUCTURA DE SUELOS ARCILLOSOS;13/08/2019;31/12/2020;31/12/2020
QAUF0636;PUCE;CONVENIO PAULA RODRI;CONVENIO PAULA RODRIGO DE PABLO - ESPA—A;16/07/2019;31/12/2019;31/12/2019
QAUF0637;PUCE;ECONOMIC VALUATION O;ECONOMIC VALUATION OF NATURAL AND CULTURAL CAPITAL;20/08/2019;31/12/2019;31/12/2019
QAUF0638;PUCE;ALOJAMIENTO ESTUDIAN;ALOJAMIENTO ESTUDIANTES DE OHIO-CISELA;07/07/2019;31/12/2019;31/12/2019
QAUF0639;PUCE;DIBUJO BASICO;DIBUJO BASICO;19/08/2019;31/12/2019;31/12/2019
QAUF0640;PUCE;PREVENCION DEL ABUSO;PREVENCION DEL ABUSO SEXUAL DE NI—OS Y JOVENES;09/09/2019;31/12/2019;31/12/2019
QAUF0641;PUCE;CURSO DE BUSQUEDA DE;CURSO DE BUSQUEDA DE MEDICINA BASADA EN EVIDENCIA;13/09/2019;21/03/2020;21/03/2020
QAUF0642;PUCE;MANEJO DEL DOLOR DEL;MANEJO DEL DOLOR DEL 30 SEPTIEMBRE AL 31 OCTUBRE 2;30/09/2019;30/05/2020;30/05/2020
QAUF0643;PUCE;MUESTREO BIOTICO DEL;MUESTREO BIOTICO DEL ESTUDIO COMPLEMENTARIO CONCES;27/08/2019;15/06/2020;15/06/2020
QAUF0644;PUCE;INDICES DE DIVERSIDA;INDICES DE DIVERSIDAD EN ESTUDIOS BIOLOGICOS;03/09/2019;31/12/2019;31/12/2019
QAUF0645;PUCE;4TO CURSO FORMACION;4TO CURSO FORMACION MEDIADORES - CONSEJO DE LA JUD;11/09/2019;14/05/2020;14/05/2020
QAUF0646;PUCE;CURSO INTERNACIONAL;CURSO INTERNACIONAL DE ACTUALIZACION EN TERAPIA FI;07/09/2019;09/03/2020;09/03/2020
QAUF0647;PUCE;SIG AVANZADO PARA LA;SIG AVANZADO PARA LA GESTION TERRITORIAL CON SOFTW;16/09/2019;07/03/2020;07/03/2020
QAUF0648;PUCE;HERRAMIENTAS DE INVE;HERRAMIENTAS DE INVESTIGACION CUALITATIVA PARA PRO;16/09/2019;31/12/2019;31/12/2019
QAUF0649;PUCE;TRANSVERSALIZACION D;TRANSVERSALIZACION DE LOS OBJETIVOS DE DESARROLLO;19/09/2019;31/12/2020;31/12/2020
QAUF0650;PUCE;ACTUALIZACION DEL NU;ACTUALIZACION DEL NUEVO CODIGO DE COMERCIO;19/09/2019;31/01/2020;31/01/2020
QAUF0651;PUCE;PUCE-ICAM SEMINARIO;PUCE-ICAM SEMINARIO Y TALLES CON EMPRESAS;19/09/2019;19/09/2021;19/09/2021
QAUF0652;PUCE;PROGRAMA CODO A CODO;PROGRAMA CODO A CODO POR LOS PRIMEROS 1000 DIAS DE;19/09/2019;31/12/2019;31/12/2019
QAUF0653;PUCE;C_PREP_EX_ADM_ I SEM;CURSO DE PREPARACION EXAMEN DE ADMISION I SEMESTRE;01/01/2019;31/12/9999;31/12/9999
QAUF0654;PUCE;C_PREP_EX_ADM_II SEM;CURSO DE PREPARACION EXAMEN ADMISION II SEMESTRE;01/01/2019;31/12/9999;31/12/9999
QAUF0655;PUCE;C_NIVELACION I SEM;CURSO DE NIVELACION - I SEMESTRE;27/06/2019;31/12/9999;31/12/9999
QAUF0656;PUCE;C_NIVEL_FILOS_ I SEM;CURSO DE NIVELACION C_FILOS_TEOLOG I SEMESTRE;05/07/2019;31/12/2019;31/12/2019
QAUF0657;PUCE;XXXII CURSO SUPERIOR;XXXII CURSO SUPERIOR DE DOCENCIA EN CIENCIAS DE LA;26/09/2019;18/05/2020;18/05/2020
QAUF0658;PUCE;SELECCI”N DE REPRESE;SELECCI”N DE REPRESENTANTES INSTITUCIONALES PARA L;26/09/2019;31/12/2021;31/12/2021
QAUF0659;PUCE;ALOJAMIENTO DE JULIA;ALOJAMIENTO DE JULIA ROWLANDSON DE LA UNIVERSIDAD;02/10/2019;21/04/2020;21/04/2020
QAUF0660;PUCE;TALLER DE MEDITACION;TALLER DE MEDITACION INTEGRADA OCT - DIC 2019;26/09/2019;22/04/2020;22/04/2020
QAUF0661;PUCE;TALLER DE CRECIMIENT;TALLER DE CRECIMIENTO PERSONAL DE OCT - DIC 2019;26/09/2019;22/04/2020;22/04/2020
QAUF0662;PUCE;ALOJAMIENTO DE GABRI;ALOJAMIENTO DE GABRIELLE WELLS DE LA UNIVERSIDAD D;02/10/2019;24/04/2020;24/04/2020
QAUF0663;PUCE;ALOJAMIENTO UNIVERSI;ALOJAMIENTO UNIVERSIDAD DE LOYOLA NEW ORLEANS - ES;02/10/2019;21/04/2020;21/04/2020
QAUF0664;PUCE;ALOJAMIENTO UNIVERSI;ALOJAMIENTO UNIVERSIDAD DE CONVENIO EARLHAM COLLEG;02/10/2019;20/04/2020;20/04/2020
QAUF0665;PUCE;LA PRUEBA PERICIAL E;LA PRUEBA PERICIAL EN LOS PROCESOS JURISDICCIONALE;02/10/2019;24/03/2020;24/03/2020
QAUF0666;PUCE;NEURODISE—O DE EXPER;NEURODISE—O DE EXPERIENCIAS;02/10/2019;10/03/2020;10/03/2020
QAUF0667;PUCE;ESMALTES / VIDRIADO;ESMALTES / VIDRIADO PARA CERAMICA DE ALTA TEMPERAT;02/10/2019;28/04/2020;28/04/2020
QAUF0668;PUCE;PRIMER SIMPOSIO INTE;PRIMER SIMPOSIO INTERNACIONAL DE FISIOTERAPIA PUCE;21/10/2019;07/06/2020;07/06/2020
QAUF0669;PUCE;EDUCACION, EQUIDAD,;EDUCACION, EQUIDAD, CALIDAD, INCLUSION Y ATENCION;21/10/2019;10/06/2020;10/06/2020
QAUF0670;PUCE;XXXI CURSO SUPERIOR;XXXI CURSO SUPERIOR DE DOCENCIA EN CIENCIAS DE LA;21/10/2019;02/07/2020;02/07/2020
QAUF0671;PUCE;ARTE TERAPIA;ARTE TERAPIA;21/10/2019;31/12/2019;31/12/2019
QAUF0672;PUCE;ESTIMATION OF ILLICI;ESTIMATION OF ILLICIT TRADE IN ECUADOR;21/10/2019;30/09/2020;30/09/2020
QAUF0673;PUCE;CONSULTORIA PARA DES;CONSULTORIA PARA DESARROLLAR EL II INFORME NACIONA;21/10/2019;29/08/2020;29/08/2020
QAUF0674;PUCE;MONITOREO BIOTICO DE;MONITOREO BIOTICO DE LAS CONCESIONES MINERAS EMPER;21/10/2019;15/01/2020;15/01/2020
QAUF0675;PUCE;GCRF-RED PARA EL CON;GCRF-RED PARA EL CONTROL DE ENFERMEDADES TRANSMITI;01/11/2019;27/09/2021;27/09/2021
QAUF0676;PUCE;PROGRAMA CODO A CODO;PROGRAMA CODO A CODO POR LOS PRIMEROS 1000 DIAS DE;25/09/2019;25/11/2022;25/11/2022
QAUF0677;PUCE;NIVELACION Y ADMISIO;NIVELACION Y ADMISION PARA PROCESOS DE PROFESIONAL;28/10/2019;25/08/2020;25/08/2020
QAUF0678;PUCE;DESARROLLO INTEGRAL;DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA, FORTAL;29/10/2019;31/12/2020;31/12/2020
QAUF0679;PUCE;CURSO DE TUTORIA EN;CURSO DE TUTORIA EN INVESTIGACION ACADEMICA;30/10/2019;30/09/2020;30/09/2020
QAUF0680;PUCE;CORRECCION DE ESTILO;CORRECCION DE ESTILO ENERO-FEBRERO 2020;30/10/2019;29/08/2020;29/08/2020
QAUF0681;PUCE;INTRODUCCION A LA CO;INTRODUCCION A LA CORRECCION DE TEXTOS - NOV - DIC;30/10/2019;30/03/2020;30/03/2020
QAUF0682;PUCE;III CONGRESO INTERNA;III CONGRESO INTERNACIONAL DE SISTEMAS INTELIGENTE;30/10/2019;08/10/2020;08/10/2020
QAUF0683;PUCE;ACTUALIZACION DE LAS;ACTUALIZACION DE LAS NIIF 9, NIIF 15, NIFF 16, NIC;30/10/2019;31/12/2019;31/12/2019
QAUF0684;PUCE;CONVENIO JORDAN PUCK;CONVENIO JORDAN PUCKETT PROYECTO CISEAL;01/10/2019;31/12/2019;31/12/2019
QAUF0685;PUCE;II CONGRESO INTERNAC;II CONGRESO INTERNACIONAL DE INVESTIGACION, PSICOL;07/11/2019;15/05/2020;15/05/2020
QAUF0686;PUCE;CUIDADOS PALIATIVOS;CUIDADOS PALIATIVOS;07/11/2019;31/12/2019;31/12/2019
QAUF0687;PUCE;"DONACION LIBRO ""DERE";"DONACION LIBRO ""DERECHO Y ECONOMIA. REGULACION Y D";13/11/2019;31/03/2020;31/03/2020
QAUF0688;PUCE;OCTUBRE 2019 COLIBRI;OCTUBRE 2019 MONITOREO BIOINDICAD MINERA COLIBRI 5;01/10/2019;31/03/2020;31/03/2020
QAUF0689;PUCE;OCTUBRE 2019  LA ZAR;OCTUBRE 2019 MONITOREO BIOINDICADORES LA ZARZA;01/10/2019;31/03/2020;31/03/2020
QAUF0690;PUCE;INTRODUCCION A LA FI;INTRODUCCION A LA FILOSOFIA ANALITICA CONTEMPORANE;05/10/2019;31/03/2020;31/03/2020
QAUF0691;PUCE;FORMACION DE MEDIADO;FORMACION DE MEDIADORES CON MENCION EN MATERIA CIV;05/10/2019;30/07/2020;30/07/2020
QAUF0692;PUCE;PROGRAMA DE CERTIFIC;PROGRAMA DE CERTIFICACION EN ADMINISTRACION DE REC;05/10/2019;30/08/2020;30/08/2020
QAUF0693;PUCE;CULTURA DE INVESTIGA;CULTURA DE INVESTIGACION;01/10/2019;30/06/2020;30/06/2020
QAUF0694;PUCE;DONACION PROYECTO AL;DONACION PROYECTO ALTERNATIVAS DEMOCRATICAS PARA E;01/10/2019;30/06/2020;30/06/2020
QAUF0696;PUCE;OCTUBRE 2019 - MONIT;OCTUBRE 2019 - MONITOREO DEL H¡BITAT CRÕTICO FDN Y;01/10/2019;31/03/2020;31/03/2020
QAUF0697;PUCE;III SIMPOSIO INTERNA;III SIMPOSIO INTERNACIONAL DESAFIOS EN LA DIVERSID;26/11/2019;26/04/2020;26/04/2020
QAUF0698;PUCE;EXPOSICION SAPARI SE;EXPOSICION SAPARI SEGUNDA EDICION;27/11/2019;31/12/2020;31/12/2020
QAUF0699;PUCE;PAVING THE WAY TOWAR;PAVING THE WAY TOWARDS BIOTECHNOLOGY AND BIOECONOM;01/11/2019;27/11/2024;27/11/2024
QAUF0700;PUCE;ESTRATEGIAS EDUCATIV;ESTRATEGIAS EDUCATIVAS Y EVALUACION POR RESULTADOS;10/12/2019;11/05/2020;11/05/2020
QAUF0701;PUCE;RESOLUCION DE CONFLI;RESOLUCION DE CONFLICTOS;16/12/2019;17/05/2020;17/05/2020
QAUF0702;PUCE;RENDERIZACION Y RECO;RENDERIZACION Y RECORRIDOS VIRTUALES;16/12/2019;31/12/2019;31/12/2019
QAUF0703;PUCE;LIMPIEZA HOSPITALARI;LIMPIEZA HOSPITALARIA;16/12/2019;31/12/2019;31/12/2019
QAUF0704;PUCE;TERAPIAS HOLISTICAS;TERAPIAS HOLISTICAS;16/12/2019;07/05/2020;07/05/2020
QAUF0705;PUCE;EXCELL AVANZADO Y MA;EXCELL AVANZADO Y MACRO;16/12/2019;29/05/2020;29/05/2020
QAUF0706;PUCE;SEGURIDAD Y SALUD OC;SEGURIDAD Y SALUD OCUPACIONAL;16/12/2019;31/12/2020;31/12/2020
QAUF0707;PUCE;GESTION DE PROYECTOS;GESTION DE PROYECTOS;16/12/2019;16/05/2020;16/05/2020
QAUF0709;PUCE;ECONOMIA CIRCULAR: N;ECONOMIA CIRCULAR: NUEVO PARADIGMA, NUEVOS NEGOCIO;17/12/2019;14/09/2020;14/09/2020
QAUF0710;PUCE;CERTIFICACION EN ADM;CERTIFICACION EN ADMINISTRACION DE RECURSOS HUMANO;10/01/2020;28/07/2020;28/07/2020
QAUF0711;PUCE;HERRAMIENTAS TECNOLO;HERRAMIENTAS TECNOLOGICAS PARA LA ENDE—ANZA DE LA;10/01/2020;07/07/2020;07/07/2020
QAUF0712;PUCE;DOCENCIA Y TUTORIA P;DOCENCIA Y TUTORIA PARA LA ENSE—ANZA VIRTUAL;10/01/2020;17/07/2020;17/07/2020
QAUF0713;PUCE;FORMACION DE MEDIADO;FORMACION DE MEDIADORES ENERO - FEBRERO;10/01/2020;21/08/2020;21/08/2020
QAUF0714;PUCE;INTRODUCCION A LOS M;INTRODUCCION A LOS METODOS CUALITATIVOS Y CUANTITA;10/01/2020;30/07/2020;30/07/2020
QAUF0715;PUCE;INCREMENTAR LA CONFI;INCREMENTAR LA CONFIANZA EN EL SISTEMA JUDICIAL: C;21/01/2020;31/12/2020;31/12/2020
QAUF0716;PUCE;GESTION DE INDICADOR;GESTION DE INDICADORES - BSC;16/01/2020;25/10/2020;25/10/2020
QAUF0717;PUCE;ALTA GERENCIA III;ALTA GERENCIA III;16/01/2020;22/10/2020;22/10/2020
QAUF0718;PUCE;GERENCIA INMOBILIARI;GERENCIA INMOBILIARIA VI;16/01/2020;25/12/2020;25/12/2020
QAUF0719;PUCE;FINANZAS PARA NO FIN;FINANZAS PARA NO FINANCIEROS PYMES;16/01/2020;28/08/2020;28/08/2020
QAUF0720;PUCE;NORMAS CONTABLES;NORMAS CONTABLES;16/01/2020;06/12/2020;06/12/2020
QAUF0721;PUCE;CONTROL INTERNO Y GE;CONTROL INTERNO Y GESTION DE RIESGOS - MAYO;16/01/2020;15/10/2020;15/10/2020
QAUF0722;PUCE;FORMACION PARA CAPAC;FORMACION PARA CAPACITADORES EN EVALUACION COMO EL;16/01/2020;21/05/2020;21/05/2020
QAUF0723;PUCE;APRECIACION MUSICAL;APRECIACION MUSICAL;16/01/2020;20/08/2020;20/08/2020
QAUF0724;PUCE;CURSO DE HOMOLOGACIO;CURSO DE HOMOLOGACION Y PROFESIONALIZACION DOCENTE;16/01/2020;23/10/2020;23/10/2020
QAUF0725;PUCE;PREVENCION DEL ABUSO;PREVENCION DEL ABUSO SEXUAL DE NI—OS Y ADOLESCENTE;16/01/2020;01/12/2020;01/12/2020
QAUF0726;PUCE;FUNDAMENTOS DE LA MO;FUNDAMENTOS DE LA MORAL TEOLOGICA;16/01/2020;12/11/2020;12/11/2020
QAUF0727;PUCE;ANALISIS DE TEXTOS D;ANALISIS DE TEXTOS DE TEOLOGIA ESPIRITUAL;16/01/2020;12/11/2020;12/11/2020
QAUF0728;PUCE;DIOS: TRINO Y UNO;DIOS: TRINO Y UNO;16/01/2020;12/11/2020;12/11/2020
QAUF0729;PUCE;ORACLE BIG DATA FUND;ORACLE BIG DATA FUNDAMENTALS ED1;16/01/2020;27/11/2020;27/11/2020
QAUF0730;PUCE;ANALISIS ESTRUCTURAL;ANALISIS ESTRUCTURAL BASICO POR ROBOT E INERACCION;16/01/2020;03/07/2020;03/07/2020
QAUF0731;PUCE;SISTEMA DE GESTION D;SISTEMA DE GESTION DE PREVENCION DE RIESGOS LABORA;16/01/2020;26/11/2020;26/11/2020
QAUF0732;PUCE;DIPLOMA EN GOBIERNO;DIPLOMA EN GOBIERNO DE PROYECTOS DE INFORMACION Y;16/01/2020;31/12/2020;31/12/2020
QAUF0733;PUCE;ESPA—OL PARA PERSONA;ESPA—OL PARA PERSONAS SORDO SIGNANTES - NIVEL 4;16/01/2020;27/11/2020;27/11/2020
QAUF0734;PUCE;ADMINISTRACION BASIC;ADMINISTRACION BASICA LINUX;16/01/2020;14/07/2020;14/07/2020
QAUF0735;PUCE;ARDUINO DESDE CERO;ARDUINO DESDE CERO;16/01/2020;14/07/2020;14/07/2020
QAUF0736;PUCE;EXCEL AVANZADO;EXCEL AVANZADO;16/01/2020;06/08/2020;06/08/2020
QAUF0737;PUCE;EXCEL INTERMEDIO FEB;EXCEL INTERMEDIO FEBRERO;16/01/2020;14/07/2020;14/07/2020
QAUF0738;PUCE;SISTEMA GLOBAL DE AS;SISTEMA GLOBAL DE ASISTENCIA HUANITARIA Y RESPUEST;16/01/2020;25/10/2020;25/10/2020
QAUF0739;PUCE;INTERNATIONAL RESEAR;INTERNATIONAL RESEARCH TRAINING WORKSHOP IN ECUADO;16/01/2020;15/12/2020;15/12/2020
QAUF0740;PUCE;MANEJO DE TUBERCULOS;MANEJO DE TUBERCULOSIS EN ATENCION PRIMARIA DE SAL;16/01/2020;30/08/2020;30/08/2020
QAUF0741;PUCE;ETHOS UNIVERSITARIO;ETHOS UNIVERSITARIO;23/01/2020;07/07/2020;07/07/2020
QAUF0742;PUCE;TECNICAS ARTISTICAS;TECNICAS ARTISTICAS PARA EL AULA: DIBUJO Y PINTURA;23/01/2020;31/08/2020;31/08/2020
QAUF0743;PUCE;CERAMICA ILUSTRADA;CERAMICA ILUSTRADA;23/01/2020;12/11/2020;12/11/2020
QAUF0744;PUCE;CURSO DE ESMALTES /;CURSO DE ESMALTES / VIDRIADO PARA CERAMICA DE ALTA;23/01/2020;03/09/2020;03/09/2020
QAUF0745;PUCE;LENGUA DE SENAS ECUA;LENGUA DE SENAS ECUATORIANA 2 A 5 ANTIGUOS;23/01/2020;05/12/2020;05/12/2020
QAUF0746;PUCE;CONTEXTUALIZACION DE;CONTEXTUALIZACION DE LA EVIDENCIA PARA LA ACCION E;01/12/2019;31/10/2024;31/10/2024
QAUF0747;PUCE;PROGRAMA DE FORMACIO;PROGRAMA DE FORMACION EN GESTION DE VOLUNTARIADO F;29/01/2020;28/10/2020;28/10/2020
QAUF0748;PUCE;HISTORIA Y ANTROPOLO;HISTORIA Y ANTROPOLOGIA DE LA MUERTE;29/01/2020;12/10/2020;12/10/2020
QAUF0749;PUCE;DISENO CREATIVO DE P;DISENO CREATIVO DE PERSONAJES;29/01/2020;30/09/2020;30/09/2020
QAUF0750;PUCE;TALLER DE MEDITACION;TALLER DE MEDITACION INTEGRADA;29/01/2020;20/10/2020;20/10/2020
QAUF0751;PUCE;CURSO VIRTUAL USO DI;CURSO VIRTUAL USO DIDACTICO DE ENTORNOS VIRTUALES;29/01/2020;02/09/2020;02/09/2020
QAUF0752;PUCE;CURSO VIRTUAL DOCENC;CURSO VIRTUAL DOCENCIA Y TUTORIA VIRTUAL PARA LA E;29/01/2020;24/09/2020;24/09/2020
QAUF0753;PUCE;CURSO VIRTUAL COMPET;CURSO VIRTUAL COMPETENCIAS INTERMEDIAS EN EL USO D;29/01/2020;24/09/2020;24/09/2020
QAUF0754;PUCE;CURSO VIRTUAL DISE—O;CURSO VIRTUAL DISE—O INSTRUCCIONAL Y CREACION DE R;29/01/2020;25/10/2020;25/10/2020
QAUF0755;PUCE;COMPETENCIAS BASICO;COMPETENCIAS BASICO INTERMEDIAS EN EL USO DEL ENTO;29/01/2020;02/07/2020;02/07/2020
QAUF0756;PUCE;DESARROLLO INTEGRAL;DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA, FORTAL;30/01/2020;04/11/2020;04/11/2020
QAUF0757;PUCE;TECNICAS CUALITATIVA;TECNICAS CUALITATIVAS EN INVESTIGACION;06/02/2020;23/12/2020;23/12/2020
QAUF0758;PUCE;NUTRICION ENTERAL Y;NUTRICION ENTERAL Y PARENTERAL;06/02/2020;05/10/2020;05/10/2020
QAUF0759;PUCE;CUIDADO DE LA PERSON;CUIDADO DE LA PERSONA ADULTA MAYOR;06/02/2020;29/01/2021;29/01/2021
QAUF0760;PUCE;V JORNADAS INTERNACI;V JORNADAS INTERNACIONALES DE DERECHO 2020;06/02/2020;29/07/2020;29/07/2020
QAUF0761;PUCE;MACROECONOMIA, FINAN;MACROECONOMIA, FINANZAS PUBLICAS Y DOLARIZACION: U;06/02/2020;03/12/2020;03/12/2020
QAUF0762;PUCE;POLITICA FISCAL Y TR;POLITICA FISCAL Y TRIBUTARIA: UNA MIRADA TEORICA Y;06/02/2020;31/12/2020;31/12/2020
