Programa de financiaciÛn;Entidad CP;DenominaciÛn;DescripciÛn;Validez de;Validez a;Fecha de expiraciÛn
QPOA0052;PUCE;L2.OE4.E10.P24  PR14;L2.OE4.E10.P24  PR14- ACREDITACION INTER;01/01/1900;31/12/2019;31/12/2019
QPOA0053;PUCE;L1.OE1.E2.P3  FORTAL;L1.OE1.E2.P3  FORTALECIMIENTO DEL USO TI;01/01/1900;31/12/2019;31/12/2019
QPOA0054;PUCE;L2.OE4.E9.P22  AUTOE;L2.OE4.E9.P22  AUTOEVALUACION CARRERA TE;01/01/1900;31/12/2019;31/12/2019
QPOA0055;PUCE;L3.OE7.E20.P46 ACRED;L3.OE7.E20.P46 ACREDITACION DE CARRERAS;01/01/1900;31/12/2019;31/12/2019
QPOA0056;PUCE;L2.OE5.E16.P31 MEDIC;L2.OE5.E16.P31 MEDICION DEL IMPACTO DE L;01/01/1900;31/12/2019;31/12/2019
QPOA0057;PUCE;L1.OE3.E8.P18 ESTUDI;L1.OE3.E8.P18 ESTUDIO DE PERTINENCIA DE;01/01/1900;31/12/2019;31/12/2019
QPOA0058;PUCE;L3.OE7.E20.P45 MEJOR;L3.OE7.E20.P45 MEJORAMIENTO DEL SERVICIO;01/10/2018;31/12/2018;31/12/2018
QPOA0059;PUCE;L3.Oe7.E20.P46 Siste;L3.Oe7.E20.P46 Sistema de Aseguramiento de la Cali;01/01/2019;31/12/2019;31/12/2019
QPOA0060;PUCE;L3.Oe7.E20.P45 Mejor;L3.Oe7.E20.P45 Mejora del proceso de autoevaluaciÛ;01/01/2019;31/12/2019;31/12/2019
QPOA0061;PUCE;L3.Oe7.E20.P46 Progr;L3.Oe7.E20.P46 Programa de acercamiento con las au;01/01/2019;31/12/2019;31/12/2019
QPOA0062;PUCE;L3.Oe7.E20.P46 IGNAT;L3.Oe7.E20.P46 IGNATIUS AdmisiÛn Estudiantes y Eva;01/01/2019;31/12/2019;31/12/2019
QPOA0063;PUCE;L1.Oe1.E2.P4 Resulta;L1.Oe1.E2.P4 Resultados PUCE de an·lisis y estudio;01/01/2019;31/12/2019;31/12/2019
QPOA0064;PUCE;L3.Oe7.E20.P46 Progr;L3.Oe7.E20.P46 Programa de inducciÛn para los resp;01/01/2019;31/12/2019;31/12/2019
QPOA0065;PUCE;L3.Oe7.E20.P46 Mejor;L3.Oe7.E20.P46 Mejores pr·cticas de Aseguramiento;01/01/2019;31/12/2019;31/12/2019
QPOA0066;PUCE;L3.Oe7.E20.P46 Diagn;L3.Oe7.E20.P46 DiagnÛstico de los procesos de aseg;01/01/2019;31/12/2019;31/12/2019
QPOA0067;PUCE;L2.Oe6.E17.P32 Desar;L2.Oe6.E17.P32 Desarrollo de una lÌnea de investig;01/01/2019;31/12/2019;31/12/2019
QPOA0068;PUCE;L3.Oe7.E20.P46 Aport;L3.Oe7.E20.P46 Aporte de los graduados de la PUCE;01/01/2019;31/12/2019;31/12/2019
QPOA0069;PUCE;L3.Oe7.E20.P47 Estud;L3.Oe7.E20.P47 Estudios para determinar la satisfa;01/01/2019;31/12/2019;31/12/2019
QPOA0070;PUCE;L3.Oe7.E20.P45 Siste;L3.Oe7.E20.P45 Sistema de GestiÛn de Seguridad de;01/01/2019;31/12/2019;31/12/2019
QPOA0071;PUCE;L3.Oe7.E20.P45 Mejor;L3.Oe7.E20.P45 Mejora del conocimiento sobre los R;01/01/2019;31/12/2019;31/12/2019
QPOA0072;PUCE;L3.Oe7.E20.P46 DiseÒ;L3.Oe7.E20.P46 DiseÒo y ajuste en los procesos y e;01/01/2019;31/12/2019;31/12/2019
QPOA0073;PUCE;L3.Oe7.E20.P45 Mejor;L3.Oe7.E20.P45 Mejoramiento de los principales pro;01/01/2019;31/12/2019;31/12/2019
QPOA0074;PUCE;L1.Oe3.E7.P16 Optimi;L1.Oe3.E7.P16 OptimizaciÛn e ImplementaciÛn Nuevo;01/01/2019;31/12/2019;31/12/2019
QPOA0075;PUCE;L1.Oe3.E7.P13 Reindu;L1.Oe3.E7.P13 ReinducciÛn Docente;01/01/2019;31/12/2019;31/12/2019
QPOA0076;PUCE;L1.Oe1.E2.P4 Innovac;L1.Oe1.E2.P4 InnovaciÛn en la estrategia pedagÛgic;01/01/2019;31/12/2019;31/12/2019
QPOA0077;PUCE;L3.Oe7.E20.P46 Gesti;L3.Oe7.E20.P46 Gestionar los procesos y informaciÛ;01/01/2019;31/12/2019;31/12/2019
QPOA0078;PUCE;L3.Oe7.E20.P45 Mejor;L3.Oe7.E20.P45 Mejoramiento del proceso de seguimi;01/01/2019;31/12/2019;31/12/2019
QPOA0079;PUCE;L3.Oe7.E20.P45 Forta;L3.Oe7.E20.P45 Fortalecimiento de la estructura ac;01/01/2019;31/12/2019;31/12/2019
QPOA0080;PUCE;L4.Oe9.E26.P56 Forta;L4.Oe9.E26.P56 Fortalecimiento de los procesos de;01/01/2019;31/12/2019;31/12/2019
QPOA0081;PUCE;L1.Oe1.E2.P60 Implem;L1.Oe1.E2.P60 ImplementaciÛn de estrategias para f;01/01/2019;31/12/2019;31/12/2019
QPOA0082;PUCE;L1.Oe1.E2.P60 Potenc;L1.Oe1.E2.P60 Potenciar los procesos de movilidad;01/01/2019;31/12/2019;31/12/2019
QPOA0083;PUCE;L2.Oe5.E12.P26 Forta;L2.Oe5.E12.P26 Fortalecimiento del vÌnculo entre l;01/01/2019;31/12/2019;31/12/2019
QPOA0084;PUCE;L2.Oe5.E14.P28 Imple;L2.Oe5.E14.P28 ImplementaciÛn de Sistema Alumni pa;01/01/2019;31/12/2019;31/12/2019
QPOA0085;PUCE;L2.Oe5.E16.P31 Siste;L2.Oe5.E16.P31 SistematizaciÛn y difusiÛn de los p;01/01/2019;31/12/2019;31/12/2019
QPOA0086;PUCE;L3.Oe7.E22.P49 Ampli;L3.Oe7.E22.P49 AmpliaciÛn edificio de oficinas par;01/01/2019;31/12/2019;31/12/2019
QPOA0087;PUCE;L3.Oe7.E22.P49 Gimna;L3.Oe7.E22.P49 Gimnasio PUCE;01/01/2019;31/12/2019;31/12/2019
QPOA0088;PUCE;L3.Oe7.E22.P49 Unifi;L3.Oe7.E22.P49 UnificaciÛn de lotes y regularizaci;01/01/2019;31/12/2020;31/12/2020
QPOA0089;PUCE;L3.Oe7.E22.P49 Grada;L3.Oe7.E22.P49 Gradas de emergencia torre 2;01/01/2019;31/12/2019;31/12/2019
QPOA0090;PUCE;L1.Oe3.E7.P16 Establ;L1.Oe3.E7.P16 Establecimiento de mÈtodos de evalua;01/01/2019;31/12/2019;31/12/2019
QPOA0091;PUCE;L1.Oe3.E7.P18 Medici;L1.Oe3.E7.P18 MediciÛn de Clima Laboral;01/01/2019;31/12/2019;31/12/2019
QPOA0092;PUCE;L1.Oe3.E7.P19 Progra;L1.Oe3.E7.P19 Programa de Incentivos;01/01/2019;31/12/2019;31/12/2019
QPOA0093;PUCE;L3.Oe7.E22.P49 Moder;L3.Oe7.E22.P49 ModernizaciÛn de ascensores puce;01/01/2019;31/12/2020;31/12/2020
QPOA0094;PUCE;L3.Oe7.E22.P49 Grada;L3.Oe7.E22.P49 Gradas de emergencia;01/01/2019;31/12/2019;31/12/2019
QPOA0095;PUCE;L1.Oe3.E8.P19 Actual;L1.Oe3.E8.P19 ActualizaciÛn de conocimientos de br;01/01/2019;31/12/2019;31/12/2019
QPOA0096;PUCE;L1.Oe3.E8.P19 PUCE A;L1.Oe3.E8.P19 PUCE Activa y Saludable;01/01/2019;31/12/2019;31/12/2019
QPOA0097;PUCE;L3.Oe7.E22.P49 Obten;L3.Oe7.E22.P49 ObtenciÛn de Registro Ambiental par;01/01/2019;31/12/2019;31/12/2019
QPOA0098;PUCE;L3.Oe7.E22.P50 Const;L3.Oe7.E22.P50 ConstrucciÛn de una bodega para los;01/01/2019;31/12/2019;31/12/2019
QPOA0099;PUCE;L1.Oe2.E5.P8 Proceso;L1.Oe2.E5.P8 Proceso de AdmisiÛn Grado 2019;01/01/2019;31/12/2019;31/12/2019
QPOA0100;PUCE;L1.Oe2.E5.P8 Proceso;L1.Oe2.E5.P8 Proceso de AdmisiÛn Posgrado 2019;01/01/2019;31/12/2019;31/12/2019
QPOA0101;PUCE;L1.Oe2.E5.P8 Conveni;L1.Oe2.E5.P8 Convenios y servicios de orientaciÛn;01/01/2019;31/12/2019;31/12/2019
QPOA0102;PUCE;L1.Oe2.E6.P11 Observ;L1.Oe2.E6.P11 Observatorio de la Juventud;01/01/2019;31/12/2019;31/12/2019
QPOA0103;PUCE;L3.Oe7.E3.P45 Mejora;L3.Oe7.E3.P45 Mejoramiento de la GestiÛn Interna d;01/01/2019;31/12/2019;31/12/2019
QPOA0104;PUCE;L4.Oe8.E23.P51 ANALI;L4.Oe8.E23.P51 ANALISIS DE SOSTENIBILIDAD;01/01/2019;31/12/2019;31/12/2019
QPOA0105;PUCE;L4.Oe8.E24.P53 COSTO;L4.Oe8.E24.P53 COSTOS CARRERA Y COSTOS COMPETITIVO;01/01/2019;31/12/2019;31/12/2019
QPOA0106;PUCE;L3.Oe7.E20.P45 Medic;L3.Oe7.E20.P45 MediciÛn de impacto de la DirecciÛn;01/01/2019;31/12/2019;31/12/2019
QPOA0107;PUCE;L1.Oe3.E3.P5 PROYECT;L1.Oe3.E3.P5 PROYECTO VOZ;01/01/2019;31/12/2019;31/12/2019
QPOA0108;PUCE;L1.Oe3.E8.P19 Formac;L1.Oe3.E8.P19 FormaciÛn GestiÛn de equipos de trab;01/01/2019;31/12/2019;31/12/2019
QPOA0109;PUCE;L2.Oe4.E9.P24 Acredi;L2.Oe4.E9.P24 AcreditaciÛn internacional de la car;01/01/2019;31/12/2019;31/12/2019
QPOA0110;PUCE;L1.Oe1.E3.P5 Prepara;L1.Oe1.E3.P5 PreparaciÛn de estudiantes para exame;01/01/2019;31/12/2019;31/12/2019
QPOA0111;PUCE;L1.Oe1.E2.P60 Redes;L1.Oe1.E2.P60 Redes y Alianzas de las Carreras de;01/01/2019;31/12/2019;31/12/2019
QPOA0112;PUCE;L1.Oe1.E1.P1 Innovac;L1.Oe1.E1.P1 InnovaciÛn educativa basada en la tec;01/01/2019;31/12/2019;31/12/2019
QPOA0113;PUCE;L2.Oe4.E10.P24 Acred;L2.Oe4.E10.P24 AcreditaciÛn internacional de la Ca;01/01/2019;31/12/2019;31/12/2019
QPOA0114;PUCE;L2Oe6E19P41 Congreso;L2Oe6E19P41 Congreso de TeologÌa;01/01/2019;31/12/2019;31/12/2019
QPOA0115;PUCE;L2.Oe4.E10.P24 Certi;L2.Oe4.E10.P24 CertificaciÛn internacional;01/01/2019;31/12/2019;31/12/2019
QPOA0116;PUCE;L2.Oe2.E6.P12 Mejora;L2.Oe2.E6.P12 Mejoramiento tasa de titulaciÛn;01/01/2019;31/12/2019;31/12/2019
QPOA0117;PUCE;L1.Oe2.E4.P7 Arqueop;L1.Oe2.E4.P7 Arqueopeques;01/01/2019;31/12/2019;31/12/2019
QPOA0118;PUCE;L1.Oe1.E2.P4 Posgrad;L1.Oe1.E2.P4 Posgrados  en Ciencias BiolÛgicas;01/01/2019;31/12/2019;31/12/2019
QPOA0119;PUCE;L3.Oe7.E22.P49 Optim;L3.Oe7.E22.P49 OptimizaciÛn de la infraestructura;01/01/2019;31/12/2020;31/12/2020
QPOA0120;PUCE;L3.Oe7.E20.P46 Estan;L3.Oe7.E20.P46 EstandarizaciÛn de la visualizaciÛn;01/01/2019;31/12/2019;31/12/2019
QPOA0121;PUCE;L2.Oe6.E17.P35 PROCE;L2.Oe6.E17.P35 PROCESO DE REGISTRO E INVENTARIO DE;01/01/2019;31/12/2019;31/12/2019
QPOA0122;PUCE;L2.Oe6.E17.P32 Creac;L2.Oe6.E17.P32 Creacion de grupos de investigaciÛn;01/01/2019;31/12/2019;31/12/2019
QPOA0123;PUCE;L1Oe1E2P4 - Proyecto;L1Oe1E2P4 - Proyecto PUCE-ICAM;01/01/2019;31/12/2021;31/12/2021
QPOA0124;PUCE;L1.Oe1.E2.P4 - Imple;L1.Oe1.E2.P4 - ImplementaciÛn de infraestructura t;20/09/2019;31/12/2020;31/12/2020
QPOA0125;PUCE;L3.Oe7.E22.P50 Equip;L3.Oe7.E22.P50 Equipamiento construcciÛn de una bo;01/09/2019;31/12/2019;31/12/2019
QPOA0126;PUCE;L2OE4E10P24 - Acredi;L2OE4E10P24 - Acreditacion internacional de la Car;01/01/2020;31/12/2020;31/12/2020
QPOA0127;PUCE;L2OE4E10P24 - Recert;L2OE4E10P24 - Recertificacion de la carrera de Eco;01/01/2020;31/12/2020;31/12/2020
QPOA0128;PUCE;L2OE4E9P24 - Acredit;L2OE4E9P24 - Acreditacion Internacional de la Carr;01/01/2020;31/12/2020;31/12/2020
QPOA0129;PUCE;L2OE4E10P24 - Acredi;L2OE4E10P24 - Acreditacio Pontifica Facultad Ecles;01/01/2020;31/12/2020;31/12/2020
QPOA0130;PUCE;L2OE4E10P24 - Certif;L2OE4E10P24 - Certificacion Internacional;01/01/2020;31/12/2020;31/12/2020
QPOA0131;PUCE;L1OE2E5P8 - Convenio;L1OE2E5P8 - Convenios y servicios de orientaciÛn v;01/01/2020;31/12/2020;31/12/2020
QPOA0132;PUCE;L2OE5E15P30 - Gestio;L2OE5E15P30 - Gestion del campus;01/01/2020;31/12/2020;31/12/2020
QPOA0133;PUCE;L2OE4E9P22 - Constru;L2OE4E9P22 - Construccion Modelo Generico de evalu;01/01/2020;31/12/2020;31/12/2020
QPOA0134;PUCE;L3OE7E22P49 - Fortal;L3OE7E22P49 - Fortalecimiento del sistema de segur;01/01/2020;31/12/2020;31/12/2020
QPOA0135;PUCE;L2OE5E15P30 - Lectur;L2OE5E15P30 - Lectura para Sordos;01/01/2020;31/12/2020;31/12/2020
QPOA0136;PUCE;L3OE7E20P46 - Elabor;L3OE7E20P46 - Elaboracion PEDI PUCE 2021-2025;01/01/2020;31/12/2020;31/12/2020
QPOA0137;PUCE;L1OE1E2P60 - Evaluac;L1OE1E2P60 - Evaluacion de resultados de aprendiza;01/01/2020;31/12/2020;31/12/2020
QPOA0138;PUCE;L4OE8E23P51 - Actual;L4OE8E23P51 - Actualizacion etiquetacion de Activo;01/01/2020;31/12/2020;31/12/2020
QPOA0139;PUCE;L3OE7E22P49 - ASO Es;L3OE7E22P49 - ASO Escuela de Derecho;01/01/2020;31/12/2020;31/12/2020
QPOA0140;PUCE;L3OE7E22P49 - Nueva;L3OE7E22P49 - Nueva Capilla PUCE;01/01/2020;31/12/2020;31/12/2020
QPOA0141;PUCE;L3OE7E22P49 - Ingres;L3OE7E22P49 - Ingreso Calle EspaÒa PUCE;01/01/2020;31/12/2020;31/12/2020
QPOA0142;PUCE;L3OE7E22P49 - Modern;L3OE7E22P49 - ModernizaciÛn de ascensores PUCE - C;01/01/2020;31/12/2020;31/12/2020
QPOA0143;PUCE;L3OE7E22P49 - Equipa;L3OE7E22P49 - Equipamiento tecnologico en auditori;01/01/2020;31/12/2020;31/12/2020
QPOA0144;PUCE;L3OE7E22P49 - Salas;L3OE7E22P49 - Salas de Grado PUCE;01/01/2020;31/12/2020;31/12/2020
QPOA0145;PUCE;L3OE7E3P1 - Integrac;L3OE7E3P1 - Integracion de sistemas electronicos p;01/01/2020;31/12/2020;31/12/2020
QPOA0146;PUCE;L3OE7E22P49 - Rehabi;L3OE7E22P49 - Rehabilitacion y modernizacion de lo;01/01/2020;31/12/2020;31/12/2020
QPOA0147;PUCE;L3OE7E22P49 - Labora;L3OE7E22P49 - Laboratorio de enfermeria en practic;01/01/2020;31/12/2020;31/12/2020
QPOA0148;PUCE;L3OE7E22P49 - Implem;L3OE7E22P49 - Implementacion de laboratorio de Mov;01/01/2020;31/12/2020;31/12/2020
QPOA0149;PUCE;L3OE7E22P49 - Plan d;L3OE7E22P49 - Plan de Mejoras del Laboratorio de P;01/01/2020;31/12/2020;31/12/2020
QPOA0150;PUCE;L3OE7E20P45 - Reestr;L3OE7E20P45 - Reestructuracion y reordenamiento de;01/01/2020;31/12/2020;31/12/2020
QPOA0151;PUCE;L2OE5E15P30 - II FAS;L2OE5E15P30 - II FASE: Tratamiento de bienes custo;01/01/2020;31/12/2020;31/12/2020
QPOA0152;PUCE;L1OE3E8P20 - Evaluac;L1OE3E8P20 - Evaluacion  de DesempeÒo anual del pe;01/01/2020;31/12/2020;31/12/2020
QPOA0153;PUCE;L1OE3E8P19 - Medicio;L1OE3E8P19 - Mediciones de riesgos laborales fisic;01/01/2020;31/12/2020;31/12/2020
QPOA0154;PUCE;L1OE3E8P19 - Pausas;L1OE3E8P19 - Pausas activas para trabajadores de l;01/01/2020;31/12/2020;31/12/2020
QPOA0155;PUCE;L1OE2E6P12 - Mejoram;L1OE2E6P12 - Mejoramiento tasa de graduados CAV;01/01/2020;31/12/2020;31/12/2020
QPOA0156;PUCE;L2OE5E12P31 - Medici;L2OE5E12P31 - Medicion de impacto de los proyectos;01/01/2020;31/12/2020;31/12/2020
QPOA0157;PUCE;L2OE5E12P26 - Plan d;L2OE5E12P26 - Plan de Mejoramiento  de Consultorio;01/01/2020;31/12/2020;31/12/2020
QPOA0158;PUCE;L3OE7E22P49 - Plan d;L3OE7E22P49 - Plan de Mejoras de las Salas de Jueg;01/01/2020;31/12/2020;31/12/2020
QPOA0159;PUCE;L1Oe3E8P19 - PUCE Ac;L1Oe3E8P19 - PUCE Activa y Saludable Fase Dos;05/06/2020;31/12/2020;31/12/2020
QPOA0160;PUCE;L1OE1E3P5 - Analitic;L1OE1E3P5 - Analiica de Aprendizaje;05/06/2020;31/12/2020;31/12/2020
QPSG0000;PUCE;MAESTRIAS Y POSTGRAD;MAESTRIAS Y POSTGRADOS;01/01/1900;31/12/9999;31/12/9999
QPSG0001;PUCE;MAEST_POSTGR_ I COH;MAESTRIAS Y POSTGRADOS I COHORTE;01/01/1900;31/12/9999;31/12/9999
QPSG0002;PUCE;MAEST_POSTGR_II COH;MAESTRIAS Y POSTGRADOS II COHORTE;01/01/1900;31/12/9999;31/12/9999
QPSG0003;PUCE;MAEST_POSTGR_III COH;MAESTRIAS Y POSTGRADOS III COHORTE;01/01/1900;31/12/9999;31/12/9999
QPSG0004;PUCE;MAEST_POSTGR_ IV COH;MAESTRIAS Y POSTGRADOS IV COHORTE;01/01/1900;31/12/9999;31/12/9999
QPSG0005;PUCE;MAEST_POSTGR_ V COH;MAESTRIAS Y POSTGRADOS V COHORTE;01/01/1900;31/12/9999;31/12/9999
QPSG0006;PUCE;MAEST_POSTGR_ VI COH;MAESTRIAS Y POSTGRADOS VI COHORTE;01/01/1900;31/12/9999;31/12/9999
QPSG0007;PUCE;MAEST_POSTGR_VII COH;MAESTRIAS Y POSTGRADOS VII COHORTE;01/01/1900;31/12/9999;31/12/9999
QPSG0008;PUCE;MAEST_POSTG_VIII COH;MAESTRIAS Y POSTGRADOS VIII COHORTE;01/01/1900;31/12/9999;31/12/9999
QPSG0009;PUCE;MAEST_POSTGR_IX COH;MAESTRIAS Y POSTGRADOS IX COHORTE;01/01/1900;31/12/9999;31/12/9999
QPSG0010;PUCE;MAEST_POSTGR_ X COH;MAESTRIAS Y POSTGRADOS X COHORTE;01/01/1900;31/12/9999;31/12/9999
QPSG0011;PUCE;MAEST_POSTGR_ XI COH;MAESTRIAS Y POSTGRADOS XI COHORTE;01/01/1900;31/12/9999;31/12/9999
QPSG0012;PUCE;MAEST_POSTGR_XII COH;MAESTRIAS Y POSTGRADOS XII COHORTE;01/01/1900;31/12/9999;31/12/9999
QPSG0013;PUCE;MAEST_POSTG_XIII COH;MAESTRIAS Y POSTGRADOS XIII COHORTE;01/01/1900;31/12/9999;31/12/9999
QPSG0014;PUCE;MAEST_POSTG_XIV COH;MAESTRIAS Y POSTGRADOS XIV COHORTE;01/01/1900;31/12/9999;31/12/9999
QPSG0015;PUCE;MAEST_POSTGR_ XV COH;MAESTRIAS Y POSTGRADOS XV COHORTE;01/01/1900;31/12/9999;31/12/9999
QPSG0016;PUCE;MAEST_POSTG_ XVI COH;MAESTRIAS Y POSTGRADOS XVI COHORTE;01/01/1900;31/12/9999;31/12/9999
QPSG0017;PUCE;MAES_POSTG_ XVII COH;MAESTRIAS Y POSTGRADOS XVII COHORTE;01/01/1900;31/12/9999;31/12/9999
QSEG0001;PUCE;REEMSOLSO SEGURO;REEMSOLSO SEGURO;01/01/2020;31/12/2999;31/12/2999
QSFU0001;PUCE;FUNCIONAMIENTO;FUNCIONAMIENTO;01/01/1900;31/12/9999;31/12/9999
QSFU0002;PUCE;SALIDAS DE CAMPO Y E;SALIDAS DE CAMPO Y EVENTOS ACADEMICOS;01/01/1900;31/12/9999;31/12/9999
QSFU0003;PUCE;CENTRO DE DERECHOS H;CENTRO DE DERECHOS HUNANOS;01/01/1900;31/12/9999;31/12/9999
QSFU0004;PUCE;PROMOCION DE SALUD;PROMOCION DE SALUD;01/01/1900;31/12/9999;31/12/9999
QSFU0005;PUCE;SALDO 2017 - LICENCI;SALDO 2017 - LICENCIAS FUNCIONAMIENTO;01/01/1900;31/12/2018;31/12/2018
QSFU0006;PUCE;SALDO 2017 - LICENCI;SALDO 2017 - LICENCIAS USO DE INTERNET Y;01/01/1900;31/12/2018;31/12/2018
QSPO0001;PUCE;ASCENSORES;ASCENSORES;01/01/1900;31/12/9999;31/12/9999
QSPO0002;PUCE;GRADAS DE EMERGENCIA;GRADAS DE EMERGENCIA;01/01/1900;31/12/9999;31/12/9999
QSVI0001;PUCE;TALLERES DE CULTURA;TALLERES DE CULTURA;01/01/1900;31/12/9999;31/12/9999
QSVI0002;PUCE;PRACTICAS PREPROFESI;PRACTICAS PREPROFESIONALES;01/01/1900;31/12/9999;31/12/9999
QSVI0003;PUCE;SALUD 2017 TP MTC;SALUD 2017 TP MTC;01/01/1900;31/12/9999;31/12/9999
QSVI0004;PUCE;CHUGCHILAN 2017 1;CHUGCHILAN 2017 1;01/01/1900;31/12/9999;31/12/9999
QSVI0005;PUCE;COMERCIANTES MAYORIS;COMERCIANTES MAYORISTAS 2017;01/01/1900;31/12/9999;31/12/9999
QSVI0006;PUCE;DIAGNOSTICOS TERRITO;DIAGNOSTICOS TERRITORIALES 2017;01/01/1900;31/12/9999;31/12/9999
QSVI0007;PUCE;ECO PUCE 2 CAPACITAC;ECO PUCE 2 CAPACITACION;01/01/1900;31/12/9999;31/12/9999
QSVI0008;PUCE;ECO PUCE 4 NORMATIVA;ECO PUCE 4 NORMATIVA;01/01/1900;31/12/9999;31/12/9999
QSVI0009;PUCE;ECO PUCE 6 COMUNICAC;ECO PUCE 6 COMUNICACION;01/01/1900;31/12/9999;31/12/9999
QSVI0010;PUCE;ECO PUCE 7 SISTEMAS;ECO PUCE 7 SISTEMAS;01/01/1900;31/12/9999;31/12/9999
QSVI0011;PUCE;IMPULSO MICROEMPRESA;IMPULSO MICROEMPRESARIAL 2017;01/01/1900;31/12/9999;31/12/9999
QSVI0012;PUCE;INTEGRARTE 2017;INTEGRARTE 2017;01/01/1900;31/12/9999;31/12/9999
QSVI0013;PUCE;LAB 2017 ANTEPROYECT;LAB 2017 ANTEPROYECTOS;01/01/1900;31/12/9999;31/12/9999
QSVI0014;PUCE;MICC;MICC;01/01/1900;31/12/9999;31/12/9999
QSVI0015;PUCE;MONJAS COLLACOTO DIF;MONJAS COLLACOTO DIFUSION;01/01/1900;31/12/9999;31/12/9999
QSVI0016;PUCE;SEPS 2017;SEPS 2017;01/01/1900;31/12/9999;31/12/9999
QSVI0017;PUCE;STORYTELLING 5;STORYTELLING 5;01/01/1900;31/12/9999;31/12/9999
QSVI0018;PUCE;TALLERES DE CULTURA;TALLERES DE CULTURA DE LA PAZ;01/01/1900;31/12/9999;31/12/9999
QSVI0019;PUCE;CONQUITO 2017;CONQUITO 2017;01/01/1900;31/12/9999;31/12/9999
QSVI0020;PUCE;DISENO POR LOS REFUG;DISENO POR LOS REFUGIADOS - SJR;01/01/1900;31/12/9999;31/12/9999
QSVI0021;PUCE;INTERVENCIONES PSICO;INTERVENCIONES PSICOSOCIALES EN MANABI;01/01/1900;31/12/9999;31/12/9999
QSVI0022;PUCE;SAL. LA CONCEPCION-C;SALDO LA CONCEPCION - CARCHI - MEMORIA, HISTOR;01/01/1900;31/12/9999;31/12/9999
QSVI0023;PUCE;ARQUITECTURA CON LA;ARQUITECTURA CON LA COMUNIDAD;01/01/1900;31/12/9999;31/12/9999
QSVI0024;PUCE;MUSEO MOVIL ARQUEOLO;MUSEO MOVIL ARQUEOLOGICO WILBAUER;01/01/1900;31/12/9999;31/12/9999
QSVI0025;PUCE;IDENTIFICACION PRELI;IDENTIFICACION PRELIMINAR DE PROBLEMATIC;01/01/1900;31/12/9999;31/12/9999
QSVI0026;PUCE;DESARROLLO ENDOGENO;DESARROLLO ENDOGENO DE SIGCHOS Y CHUGCHI;01/01/1900;31/12/9999;31/12/9999
QSVI0027;PUCE;RELATOS- ALTERNATIVA;RELATOS- ALTERNATIVAS COMUNICATIVAS DE A;01/01/1900;31/12/9999;31/12/9999
QSVI0028;PUCE;PROMOCION INTEGRAL D;PROMOCION INTEGRAL DE SALUD Y BIENESTAR;01/01/1900;31/12/9999;31/12/9999
QSVI0029;PUCE;PROMOCION INTEGRAL D;PROMOCION INTEGRAL DE SALUD Y BIENESTAR;01/01/1900;31/12/9999;31/12/9999
QSVI0032;PUCE;RESERVA ECOLOGICA AN;RESERVA ECOLOGICA ANTISANA - AVITURISMO;01/01/1900;31/12/9999;31/12/9999
QSVI0037;PUCE;CAPAC URCU- UN ESFUE;CAPAC URCU- UN ESFUERZO COLECTIVO POR LA;01/01/1900;31/12/9999;31/12/9999
QSVI0040;PUCE;ESMERALDAS DULCE;ESMERALDAS DULCE;01/01/1900;31/12/9999;31/12/9999
QSVI0041;PUCE;IMPLEMENTACION DE SA;IMPLEMENTACION DE SALAS DE APOYO A LA LA;01/01/1900;31/12/9999;31/12/9999
QSVI0042;PUCE;OPSA PUCE 2018;OPSA PUCE 2018;01/01/1900;31/12/9999;31/12/9999
QSVI0044;PUCE;ROSE ECUADOR - ANALI;ROSE ECUADOR - ANALISIS DE LA PERCEPCION;01/01/1900;31/12/9999;31/12/9999
QSVI0045;PUCE;ARES;ARES;01/01/1900;31/12/9999;31/12/9999
QTRM0001;PUCE;GASTOS TRM;GASTOS TRM;01/01/1900;31/12/9999;31/12/9999
QVIN0001;PUCE;PRACTICAS PREPROFESI;PRACTICAS PREPROFESIONALES;01/01/1900;31/12/9999;31/12/9999
QVIN0002;PUCE;VINCULACION CON LA C;VINCULACION CON LA COLECTIVIDAD ASIGNACI;01/01/1900;31/12/9999;31/12/9999
QVIN0003;PUCE;TALLERES DE ARTE CON;TALLERES DE ARTE CON LA COMUNIDAD;01/01/1900;31/12/9999;31/12/9999
QVIN0004;PUCE;ACNUR 2018;ACNUR 2018;01/01/1900;31/12/9999;31/12/9999
QVIN0005;PUCE;ARQUITECTURA CON LA;ARQUITECTURA CON LA COMUNIDAD;01/01/1900;31/12/9999;31/12/9999
QVIN0006;PUCE;DESARROLLO ENDOGENO;DESARROLLO ENDOGENO DE SIGCHOS Y CHUGCHI;01/01/1900;31/12/9999;31/12/9999
QVIN0007;PUCE;DIFUSION DEL TURISMO;DIFUSION DEL TURISMO RELIGIOSO Y DE PERE;01/01/1900;31/12/9999;31/12/9999
QVIN0008;PUCE;EDITATONA EN WIKIPED;EDITATONA EN WIKIPEDIA;01/01/1900;31/12/9999;31/12/9999
QVIN0009;PUCE;FOTOGRAFIA COMUNITAR;FOTOGRAFIA COMUNITARIA;01/01/1900;31/12/9999;31/12/9999
QVIN0010;PUCE;HABILIDADES MICROEMP;HABILIDADES MICROEMPRESARIALES;01/01/1900;31/12/9999;31/12/9999
